location,description
PTG0257-EV-BTL01GU201,DC Charger 150kW
PTG0214,PTG Sam Roi Yot 1
PTG0214-EV-AJA01GT001,Transformer
PTG0214-EV-BTL01GU201-A01,DC Charger Power Module
PTG0214-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0214-EV-CYA01GH001,Consumer Unit
PTG0214-EV-BJB01GH001,Lighting
PTG0215-EV-UMC01US002,Parking lot
PTG0215-EV-BTL01GU201-A31,DC Charger Meter
PTG0215-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0215-EV-CYA01GN102,CCTV 2
EGT0216-EV,EVCS Elex @ Srinakarin Dam Electric Boat Station
EGT0216-EV-BTL01GU201,DC Charger 150kW
EGT0216-EV-BTL01GU201-A61,DC Charger Contactor
EGT0216-EV-BTL01GU201-H01,SIM for Charger
PTG0217-EV-BTL01GU201-A61,DC Charger Contactor
PTG0217-EV-BTL01GU201-H01,SIM for Charger
PTG0217-EV-CYA01GU001,UPS
PTG0218-EV,EVCS Elex @ PTG Phra Nakhon Si Ayutthaya 3
PTG0218-EV-UMC01BB001,Fire Extinguisher 1
PTG0218-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0218-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0218-EV-CYA01GN101,CCTV 1
PTG0218-EV-CYA01GN201,NVR
PTG0219-EV-UMC01US001,Main Structure
PTG0219-EV-UMC01BB002,Fire Extinguisher 2
PTG0219-EV-BTL01GU201-A31,DC Charger Meter
PTG0219-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0228-EV-CYA01GH001,Consumer Unit
PTG0228-EV-BJB01GH001,Lighting
PTG0229-EV-UMC01BB001,Fire Extinguisher 1
PTG0229-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0229-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0229-EV-CYA01GN101,CCTV 1
PTG0230,PTG Kanchanaphisek 1 km.8
PTG0230-EV-AJA01GT001,Transformer
PTG0230-EV-BTL01GU201-A41,DC Charger Filter
PTG0230-EV-BTL01GU201-A61,DC Charger Contactor
PTG0231-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0231-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0231-EV-CYA01GN101,CCTV 1
PTG0231-EV-CYA01GU001,UPS
PTG0232-EV,EVCS Elex @ PTG Bang Bua Thong 4
PTG0232-EV-AJA01GT001,Transformer
PTG0232-EV-BTL01GU201-A41,DC Charger Filter
PTG0232-EV-CYA01GN001,Router & POE Switch
PTG0233-EV,EVCS Elex @ PTG Ladpladuk 2
PTG0233-EV-BFA01GH001,MDB
PTG0233-EV-BTL01GU201-A61,DC Charger Contactor
PTG0233-EV-BTL01GU201-H01,SIM for Charger
PTG0233-EV-CYA01GU001,UPS
PTG0234-EV-UMC01GH001,Logo Sign
PTG0234-EV-BTL01GU201-A11,DC Charger Controller
PTG0234-EV-BTL01GU201-A81,DC Charger SECC
PTG0234-EV-CYA01GN001,Router & POE Switch
PTG0222-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0222-EV-BTL01GU201-F11,DC Charger IMD
PTG0222-EV-CYA01GN101,CCTV 1
PTG0222-EV-CYA01GN201,NVR
PTG0222-EV-CYA01GN301,SIM for Router
PTG0223,PTG Saraphi 2 (Super2way Rd.)
PTG0223-EV-UMC01US002,Parking lot
PTG0223-EV-AJA01GT001,Transformer
PTG0223-EV-BTL01GU201,DC Charger 150kW
PTG0223-EV-BTL01GU201-A01,DC Charger Power Module
PTG0223-EV-BTL01GU201-A11,DC Charger Controller
PTG0223-EV-BTL01GU201-A31,DC Charger Meter
PTG0223-EV-BTL01GU201-A41,DC Charger Filter
PTG0223-EV-BTL01GU201-A81,DC Charger SECC
PTG0223-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0223-EV-BTL01GU201-F11,DC Charger IMD
PTG0223-EV-CYA01GN001,Router & POE Switch
PTG0223-EV-CYA01GN102,CCTV 2
PTG0223-EV-CYA01GN201,NVR
PTG0224-EV,EVCS Elex @ PTG Krok Phra 2
PTG0224-EV-UMC01US001,Main Structure
PTG0224-EV-UMC01BB002,Fire Extinguisher 2
PTG0224-EV-BFA01GH001,MDB
PTG0224-EV-BTL01GU201,DC Charger 150kW
PTG0224-EV-BTL01GU201-A31,DC Charger Meter
PTG0224-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0224-EV-BTL01GU201-A61,DC Charger Contactor
PTG0257-EV-BTL01GU201-A01,DC Charger Power Module
PTG0257-EV-BTL01GU201-A31,DC Charger Meter
PTG0257-EV-BTL01GU201-A41,DC Charger Filter
PTG0257-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0257-EV-BTL01GU201-A61,DC Charger Contactor
PTG0257-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0257-EV-BTL01GU201-A81,DC Charger SECC
PTG0257-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0257-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0257-EV-BTL01GU201-F11,DC Charger IMD
PTG0257-EV-BTL01GU201-E01,DC Charger HMI
PTG0257-EV-BTL01GU201-H01,SIM for Charger
PTG0257-EV-CYA01GH001,Consumer Unit
PTG0257-EV-CYA01GN001,Router & POE Switch
PTG0257-EV-CYA01GN101,CCTV 1
PTG0257-EV-CYA01GN102,CCTV 2
PTG0257-EV-CYA01GN201,NVR
PTG0257-EV-CYA01GN301,SIM for Router
PTG0257-EV-CYA01GU001,UPS
PTG0257-EV-BJB01GH001,Lighting
PTG0258,PTG Khlong Si (Tanya Buri)
PTG0258-EV,EVCS Elex @ PTG Khlong Si (Tanya Buri)
PTG0258-EV-UMC01US001,Main Structure
PTG0258-EV-UMC01US002,Parking lot
PTG0258-EV-UMC01GH001,Logo Sign
PTG0258-EV-UMC01BB001,Fire Extinguisher 1
PTG0258-EV-UMC01BB002,Fire Extinguisher 2
PTG0219-EV-CYA01GN201,NVR
PTG0220-EV-UMC01US001,Main Structure
PTG0220-EV-BTL01GU201,DC Charger 150kW
PTG0220-EV-BTL01GU201-A11,DC Charger Controller
PTG0220-EV-BTL01GU201-A81,DC Charger SECC
PTG0220-EV-CYA01GN001,Router & POE Switch
PTG0221-EV-UMC01BB002,Fire Extinguisher 2
PTG0221-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0221-EV-CYA01GH001,Consumer Unit
PTG0221-EV-BJB01GH001,Lighting
PTG0222-EV-UMC01BB001,Fire Extinguisher 1
PTG0222-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0222-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0222-EV-CYA01GH001,Consumer Unit
PTG0222-EV-CYA01GN001,Router & POE Switch
PTG0223-EV-UMC01BB002,Fire Extinguisher 2
PTG0223-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0223-EV-CYA01GH001,Consumer Unit
PTG0223-EV-BJB01GH001,Lighting
PTG0224-EV-UMC01BB001,Fire Extinguisher 1
PTG0224-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0224-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0224-EV-CYA01GN101,CCTV 1
PTG0225,PTG Bang Kla 4 (Road 304 km. 86)
PTG0225-EV-AJA01GT001,Transformer
PTG0225-EV-BTL01GU201-A41,DC Charger Filter
PTG0225-EV-BTL01GU201-F11,DC Charger IMD
PTG0235,PTG Bang Bua Thong 12 (340 Bang Bua Thong Suphanburi)
PTG0235-EV-UMC01GH001,Logo Sign
PTG0235-EV-BTL01GU201-A11,DC Charger Controller
PTG0235-EV-BTL01GU201-A81,DC Charger SECC
PTG0235-EV-BTL01GU201-E01,DC Charger HMI
PTG0235-EV-CYA01GN201,NVR
PTG0235-EV-CYA01GN301,SIM for Router
PTG0236-EV-UMC01US001,Main Structure
PTG0236-EV-UMC01US002,Parking lot
PTG0236-EV-BTL01GU201-A11,DC Charger Controller
PTG0236-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0236-EV-BTL01GU201-A81,DC Charger SECC
PTG0236-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0236-EV-BTL01GU201-H01,SIM for Charger
PTG0236-EV-BJB01GH001,Lighting
PTG0237,PTG Ban Bueng 10
PTG0237-EV-UMC01BB001,Fire Extinguisher 1
PTG0237-EV-AJA01GT001,Transformer
PTG0237-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0237-EV-BTL01GU201-A41,DC Charger Filter
PTG0237-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0237-EV-BTL01GU201-F11,DC Charger IMD
PTG0237-EV-CYA01GN101,CCTV 1
PTG0237-EV-CYA01GN201,NVR
PTG0238,PTG Nakhon Ratchasima 8(The Mall Korat)
PTG0238-EV-UMC01US001,Main Structure
PTG0238-EV-AJA01GT001,Transformer
PTG0224-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0224-EV-BTL01GU201-E01,DC Charger HMI
PTG0224-EV-BTL01GU201-H01,SIM for Charger
PTG0224-EV-CYA01GN102,CCTV 2
PTG0224-EV-CYA01GN301,SIM for Router
PTG0224-EV-CYA01GU001,UPS
PTG0225-EV,EVCS Elex @ PTG Bang Kla 4 (Road 304 km. 86)
PTG0225-EV-UMC01US002,Parking lot
PTG0225-EV-UMC01GH001,Logo Sign
PTG0225-EV-BFA01GH001,MDB
PTG0225-EV-BTL01GU201-A01,DC Charger Power Module
PTG0225-EV-BTL01GU201-A11,DC Charger Controller
PTG0225-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0225-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0225-EV-BTL01GU201-A81,DC Charger SECC
PTG0225-EV-BTL01GU201-H01,SIM for Charger
PTG0225-EV-CYA01GN001,Router & POE Switch
PTG0225-EV-CYA01GN201,NVR
PTG0225-EV-CYA01GU001,UPS
PTG0225-EV-BJB01GH001,Lighting
PTG0226,PTG Sop Prap
PTG0226-EV,EVCS Elex @ PTG Sop Prap
PTG0226-EV-UMC01BB001,Fire Extinguisher 1
PTG0226-EV-AJA01GT001,Transformer
PTG0226-EV-BFA01GH001,MDB
PTG0226-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0226-EV-BTL01GU201-A41,DC Charger Filter
PTG0322-EV-CYA01GN001,Router & POE Switch
PTG0322-EV-CYA01GU001,UPS
PTG0323-EV-UMC01US001,Main Structure
PTG0323-EV-AJA01GT001,Transformer
PTG0323-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0324-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0324-EV-BTL01GU201-E01,DC Charger HMI
PTG0324-EV-CYA01GN001,Router & POE Switch
PTG0324-EV-CYA01GN201,NVR
PTG0324-EV-BJB01GH001,Lighting
PTG0325-EV,EVCS Elex @ PTG Nakhon Chai Si 11 (Flagship)
PTG0325-EV-UMC01GH001,Logo Sign
PTG0323-EV-BTL01GU201-A01,DC Charger Power Module
EGT0329-EV-UMC01US002,Parking lot
EGT0329-EV-UMC01BB001,Fire Extinguisher 1
EGT0329-EV-UMC01BB002,Fire Extinguisher 2
EGT0329-EV-BTL01GU201,DC Charger 150kW
EGT0329-EV-BTL01GU201-A01,DC Charger Power Module
EGT0329-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0329-EV-BTL01GU201-A31,DC Charger Meter
EGT0329-EV-BTL01GU201-A61,DC Charger Contactor
EGT0329-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0329-EV-BTL01GU201-E01,DC Charger HMI
EGT0329-EV-BTL01GU201-H01,SIM for Charger
EGT0329-EV-CYA01GN101,CCTV 1
EGT0329-EV-CYA01GN301,SIM for Router
HMP0330-EV-UMC01US001,Main Structure
HMP0330-EV-UMC01BB001,Fire Extinguisher 1
HMP0330-EV-BTL01GU201,DC Charger 150kW
HMP0330-EV-BTL01GU201-A21,DC Charger Auxillary
HMP0330-EV-BTL01GU201-A51,DC Charger Charging Gun
HMP0330-EV-BTL01GU201-A81,DC Charger SECC
HMP0330-EV-BTL01GU201-F11,DC Charger IMD
HMP0330-EV-CYA01GH001,Consumer Unit
HMP0330-EV-CYA01GN102,CCTV 2
HMP0330-EV-CYA01GU001,UPS
HMP0331,HomePro Hatyai
HMP0331-EV-UMC01US002,Parking lot
HMP0331-EV-UMC01BB002,Fire Extinguisher 2
HMP0331-EV-BTL01GU201-A01,DC Charger Power Module
EGT0334-EV-CYA01GN201,NVR
EGT0334-EV-BJB01GH001,Lighting
HMP0331-EV-BTL01GU201-A31,DC Charger Meter
HMP0331-EV-BTL01GU201-A61,DC Charger Contactor
HMP0331-EV-BTL01GU201-A91,DC Charger Power Supply
HMP0331-EV-BTL01GU201-E01,DC Charger HMI
HMP0331-EV-CYA01GN001,Router & POE Switch
HMP0331-EV-CYA01GN201,NVR
HMP0331-EV-BJB01GH001,Lighting
HMP0332-EV,EVCS Elex @ HomePro Nakhon Ratchasima
HMP0332-EV-UMC01BB001,Fire Extinguisher 1
HMP0332-EV-BTL01GU201,DC Charger 150kW
HMP0332-EV-BTL01GU201-A21,DC Charger Auxillary
HMP0333-EV-CYA01GN001,Router & POE Switch
HMP0333-EV-CYA01GN201,NVR
HMP0333-EV-BJB01GH001,Lighting
EGT0334-EV,EVCS Elex @ The Sky Gallery Pattaya
EGT0334-EV-UMC01GH001,Logo Sign
EGT0334-EV-BFA01GH001,MDB
EGT0334-EV-BTL01GU201-A11,DC Charger Controller
EGT0334-EV-BTL01GU201-A41,DC Charger Filter
EGT0334-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0334-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0334-EV-BTL01GU201-H01,SIM for Charger
EGT0334-EV-CYA01GN101,CCTV 1
PTG0322-EV-UMC01BB002,Fire Extinguisher 2
PTG0323-EV-BTL01GU201-A41,DC Charger Filter
PTG0324-EV-BTL01GU201-A81,DC Charger SECC
PTG0324-EV-BTL01GU201-F11,DC Charger IMD
PTG0324-EV-CYA01GH001,Consumer Unit
PTG0324-EV-CYA01GN102,CCTV 2
PTG0324-EV-CYA01GU001,UPS
PTG0325,PTG Nakhon Chai Si 11 (Flagship)
PTG0325-EV-UMC01US002,Parking lot
PTG0325-EV-UMC01BB002,Fire Extinguisher 2
EGT0326-EV-BJB01GH001,Lighting
EGT0329-EV-CYA01GH001,Consumer Unit
EGT0329-EV-CYA01GN102,CCTV 2
EGT0329-EV-CYA01GU001,UPS
HMP0330,HomePro Ladkrabang
HMP0330-EV-UMC01US002,Parking lot
HMP0330-EV-UMC01BB002,Fire Extinguisher 2
HMP0330-EV-BTL01GU201-A01,DC Charger Power Module
HMP0330-EV-BTL01GU201-A31,DC Charger Meter
HMP0330-EV-BTL01GU201-A61,DC Charger Contactor
HMP0330-EV-BTL01GU201-A91,DC Charger Power Supply
HMP0330-EV-BTL01GU201-E01,DC Charger HMI
HMP0330-EV-CYA01GN001,Router & POE Switch
HMP0330-EV-CYA01GN201,NVR
HMP0330-EV-BJB01GH001,Lighting
HMP0331-EV,EVCS Elex @ HomePro Hatyai
HMP0331-EV-UMC01GH001,Logo Sign
PTG0322-EV-BTL01GU201-E01,DC Charger HMI
PTG0323-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0327-EV-UMC01GH001,Logo Sign
EGT0327-EV-BFA01GH001,MDB
EGT0327-EV-BTL01GU201-A11,DC Charger Controller
EGT0327-EV-BTL01GU201-A41,DC Charger Filter
EGT0327-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0327-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0327-EV-BTL01GU201-H01,SIM for Charger
EGT0327-EV-CYA01GN101,CCTV 1
EGT0327-EV-CYA01GN301,SIM for Router
EGT0329-EV-BTL01GU201-A41,DC Charger Filter
EGT0329-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
EGT0329-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0329-EV-CYA01GN001,Router & POE Switch
EGT0329-EV-CYA01GN201,NVR
EGT0329-EV-BJB01GH001,Lighting
HMP0330-EV,EVCS Elex @ HomePro Ladkrabang
HMP0330-EV-UMC01GH001,Logo Sign
HMP0330-EV-BFA01GH001,MDB
HMP0330-EV-BTL01GU201-A11,DC Charger Controller
HMP0330-EV-BTL01GU201-A41,DC Charger Filter
HMP0330-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0330-EV-BTL01GU201-F01,DC Charger DC Fuse
HMP0330-EV-BTL01GU201-H01,SIM for Charger
HMP0330-EV-CYA01GN101,CCTV 1
HMP0330-EV-CYA01GN301,SIM for Router
HMP0331-EV-UMC01US001,Main Structure
HMP0331-EV-UMC01BB001,Fire Extinguisher 1
HMP0331-EV-BFA01GH001,MDB
HMP0331-EV-BTL01GU201,DC Charger 150kW
HMP0331-EV-BTL01GU201-A11,DC Charger Controller
HMP0331-EV-BTL01GU201-A21,DC Charger Auxillary
HMP0331-EV-BTL01GU201-A51,DC Charger Charging Gun
HMP0331-EV-BTL01GU201-A81,DC Charger SECC
HMP0331-EV-BTL01GU201-F11,DC Charger IMD
HMP0331-EV-CYA01GH001,Consumer Unit
HMP0331-EV-CYA01GN102,CCTV 2
HMP0331-EV-CYA01GU001,UPS
HMP0332,HomePro Nakhon Ratchasima
HMP0332-EV-UMC01US002,Parking lot
HMP0332-EV-UMC01GH001,Logo Sign
HMP0332-EV-BFA01GH001,MDB
HMP0332-EV-BTL01GU201-A11,DC Charger Controller
HMP0333-EV-CYA01GN102,CCTV 2
HMP0333-EV-CYA01GU001,UPS
EGT0334,The Sky Gallery Pattaya
EGT0334-EV-UMC01US002,Parking lot
EGT0334-EV-UMC01BB002,Fire Extinguisher 2
EGT0334-EV-BTL01GU201-A01,DC Charger Power Module
EGT0334-EV-BTL01GU201-A31,DC Charger Meter
EGT0334-EV-BTL01GU201-A61,DC Charger Contactor
EGT0334-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0334-EV-BTL01GU201-E01,DC Charger HMI
HMP0331-EV-BTL01GU201-A41,DC Charger Filter
HMP0331-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0331-EV-BTL01GU201-F01,DC Charger DC Fuse
HMP0331-EV-BTL01GU201-H01,SIM for Charger
HMP0331-EV-CYA01GN101,CCTV 1
HMP0331-EV-CYA01GN301,SIM for Router
HMP0332-EV-UMC01US001,Main Structure
HMP0332-EV-UMC01BB002,Fire Extinguisher 2
HMP0332-EV-BTL01GU201-A01,DC Charger Power Module
HMP0332-EV-BTL01GU201-A31,DC Charger Meter
HMP0332-EV-BTL01GU201-A61,DC Charger Contactor
HMP0332-EV-BTL01GU201-A91,DC Charger Power Supply
HMP0332-EV-BTL01GU201-E01,DC Charger HMI
HMP0332-EV-CYA01GN001,Router & POE Switch
HMP0332-EV-CYA01GN201,NVR
HMP0332-EV-BJB01GH001,Lighting
HMP0333-EV,EVCS Elex @ HomePro Sukhothai
HMP0333-EV-UMC01GH001,Logo Sign
HMP0333-EV-BFA01GH001,MDB
HMP0333-EV-BTL01GU201-A11,DC Charger Controller
HMP0333-EV-BTL01GU201-A41,DC Charger Filter
HMP0333-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0333-EV-BTL01GU201-F01,DC Charger DC Fuse
HMP0333-EV-BTL01GU201-H01,SIM for Charger
HMP0333-EV-CYA01GN101,CCTV 1
HMP0333-EV-CYA01GN301,SIM for Router
EGT0334-EV-UMC01US001,Main Structure
EGT0334-EV-CYA01GN001,Router & POE Switch
EGT0334-EV-UMC01BB001,Fire Extinguisher 1
EGT0334-EV-BTL01GU201,DC Charger 125kW
EGT0334-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0334-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0334-EV-BTL01GU201-A81,DC Charger SECC
EGT0334-EV-BTL01GU201-F11,DC Charger IMD
EGT0334-EV-CYA01GH001,Consumer Unit
PTG0322,PTG Theparak 4 Road (Soi Thewa 5)
PTG0322-EV-UMC01US001,Main Structure
PTG0322-EV-UMC01GH001,Logo Sign
PTG0322-EV-AJA01GT001,Transformer
PTG0322-EV-BTL01GU201,DC Charger 150kW
PTG0322-EV-BTL01GU201-A11,DC Charger Controller
PTG0322-EV-BTL01GU201-A31,DC Charger Meter
PTG0322-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0322-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0322-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0322-EV-CYA01GN102,CCTV 2
PTG0323-EV-UMC01GH001,Logo Sign
PTG0323-EV-BTL01GU201,DC Charger 150kW
EGT0327-EV-UMC01US001,Main Structure
EGT0327-EV-UMC01BB001,Fire Extinguisher 1
EGT0327-EV-BTL01GU201,DC Charger 150kW
EGT0327-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0327-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0327-EV-BTL01GU201-A81,DC Charger SECC
EGT0327-EV-BTL01GU201-F11,DC Charger IMD
EGT0327-EV-CYA01GH001,Consumer Unit
EGT0327-EV-CYA01GN102,CCTV 2
EGT0327-EV-CYA01GU001,UPS
EGT0328,7-Eleven Pinklao Intersection
EGT0334-EV-CYA01GN102,CCTV 2
EGT0334-EV-CYA01GU001,UPS
PTG0320-EV-BTL01GU201-H01,SIM for Charger
PTG0320-EV-CYA01GN001,Router & POE Switch
PTG0320-EV-CYA01GN102,CCTV 2
PTG0320-EV-CYA01GN301,SIM for Router
PTG0320-EV-BJB01GH001,Lighting
PTG0321,PTG Praksa Road
PTG0321-EV-UMC01US001,Main Structure
PTG0321-EV-UMC01GH001,Logo Sign
PTG0321-EV-UMC01BB002,Fire Extinguisher 2
PTG0321-EV-BFA01GH001,MDB
PTG0321-EV-BTL01GU201-A01,DC Charger Power Module
PTG0321-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0321-EV-BTL01GU201-A41,DC Charger Filter
PTG0321-EV-BTL01GU201-A61,DC Charger Contactor
PTG0321-EV-BTL01GU201-A81,DC Charger SECC
PTG0321-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0321-EV-BTL01GU201-E01,DC Charger HMI
PTG0321-EV-CYA01GH001,Consumer Unit
PTG0321-EV-CYA01GN101,CCTV 1
PTG0321-EV-CYA01GN201,NVR
PTG0321-EV-CYA01GU001,UPS
PTG0322-EV-CYA01GH001,Consumer Unit
PTG0322-EV-CYA01GN301,SIM for Router
PTG0323-EV,EVCS Elex @ PTG Nong Ruea 4
PTG0323-EV-UMC01BB002,Fire Extinguisher 2
EGT0327-EV-UMC01US002,Parking lot
EGT0327-EV-UMC01BB002,Fire Extinguisher 2
PTG0322-EV,EVCS Elex @ PTG Theparak 4 Road (Soi Thewa 5)
PTG0322-EV-UMC01US002,Parking lot
PTG0322-EV-UMC01BB001,Fire Extinguisher 1
PTG0322-EV-BFA01GH001,MDB
PTG0322-EV-BTL01GU201-A01,DC Charger Power Module
PTG0322-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0322-EV-BTL01GU201-A41,DC Charger Filter
PTG0322-EV-BTL01GU201-A61,DC Charger Contactor
PTG0322-EV-BTL01GU201-A81,DC Charger SECC
PTG0322-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0323-EV-BTL01GU201-A11,DC Charger Controller
PTG0323-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0323-EV-BTL01GU201-E01,DC Charger HMI
PTG0323-EV-CYA01GN001,Router & POE Switch
PTG0323-EV-CYA01GN201,NVR
PTG0323-EV-BJB01GH001,Lighting
PTG0324-EV,EVCS Elex @ PTG Suwinthawong Road (Km.28)
PTG0324-EV-UMC01GH001,Logo Sign
PTG0324-EV-AJA01GT001,Transformer
PTG0324-EV-BTL01GU201-A01,DC Charger Power Module
PTG0324-EV-BTL01GU201-A11,DC Charger Controller
PTG0324-EV-BTL01GU201-A41,DC Charger Filter
PTG0324-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0325-EV-BTL01GU201,DC Charger 150kW
PTG0325-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0325-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0325-EV-BTL01GU201-A81,DC Charger SECC
PTG0322-EV-BTL01GU201-F11,DC Charger IMD
PTG0322-EV-BTL01GU201-H01,SIM for Charger
PTG0322-EV-CYA01GN201,NVR
PTG0323,PTG Nong Ruea 4
PTG0323-EV-UMC01BB001,Fire Extinguisher 1
PTG0323-EV-BTL01GU201-A81,DC Charger SECC
PTG0323-EV-BTL01GU201-F11,DC Charger IMD
PTG0323-EV-CYA01GH001,Consumer Unit
PTG0323-EV-CYA01GN102,CCTV 2
PTG0323-EV-CYA01GU001,UPS
PTG0324,PTG Suwinthawong Road (Km.28)
PTG0324-EV-UMC01US002,Parking lot
PTG0324-EV-UMC01BB002,Fire Extinguisher 2
PTG0324-EV-BTL01GU201,DC Charger 150kW
PTG0324-EV-BTL01GU201-A31,DC Charger Meter
PTG0324-EV-BTL01GU201-A61,DC Charger Contactor
PTG0325-EV-BFA01GH001,MDB
PTG0325-EV-BTL01GU201-A11,DC Charger Controller
PTG0325-EV-BTL01GU201-A41,DC Charger Filter
PTG0325-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0325-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0325-EV-BTL01GU201-F11,DC Charger IMD
PTG0325-EV-BTL01GU201-H01,SIM for Charger
PTG0325-EV-CYA01GH001,Consumer Unit
PTG0325-EV-CYA01GN101,CCTV 1
PTG0325-EV-CYA01GN102,CCTV 2
PTG0325-EV-CYA01GN301,SIM for Router
HMP0332-EV-BTL01GU201-A41,DC Charger Filter
HMP0332-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0332-EV-BTL01GU201-F01,DC Charger DC Fuse
HMP0332-EV-BTL01GU201-H01,SIM for Charger
HMP0332-EV-CYA01GN101,CCTV 1
HMP0332-EV-CYA01GN301,SIM for Router
HMP0333-EV-UMC01US001,Main Structure
HMP0333-EV-UMC01BB001,Fire Extinguisher 1
HMP0333-EV-BTL01GU201,DC Charger 150kW
HMP0333-EV-BTL01GU201-A21,DC Charger Auxillary
HMP0333-EV-BTL01GU201-A51,DC Charger Charging Gun
HMP0333-EV-BTL01GU201-A81,DC Charger SECC
HMP0333-EV-BTL01GU201-F11,DC Charger IMD
HMP0333-EV-CYA01GH001,Consumer Unit
PTG0320-EV-BTL01GU201-E01,DC Charger HMI
PTG0320-EV-CYA01GH001,Consumer Unit
PTG0320-EV-CYA01GN101,CCTV 1
PTG0320-EV-CYA01GN201,NVR
PTG0320-EV-CYA01GU001,UPS
PTG0321-EV,EVCS Elex @ PTG Praksa Road
PTG0321-EV-UMC01US002,Parking lot
PTG0321-EV-UMC01BB001,Fire Extinguisher 1
PTG0321-EV-AJA01GT001,Transformer
PTG0321-EV-BTL01GU201,DC Charger 150kW
PTG0321-EV-BTL01GU201-A11,DC Charger Controller
PTG0321-EV-BTL01GU201-A31,DC Charger Meter
PTG0321-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0321-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0321-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0321-EV-BTL01GU201-F11,DC Charger IMD
PTG0321-EV-BTL01GU201-H01,SIM for Charger
PTG0321-EV-CYA01GN001,Router & POE Switch
PTG0321-EV-CYA01GN102,CCTV 2
PTG0321-EV-CYA01GN301,SIM for Router
PTG0321-EV-BJB01GH001,Lighting
PTG0323-EV-BTL01GU201-A31,DC Charger Meter
